phecode	phecode_string	category
MS_714.2	Lordosis	Muscloskeletal
MS_714.3	Scoliosis	Muscloskeletal
MS_714.31	Idiopathic scoliosis	Muscloskeletal
MS_714.32	Thoracogenic scoliosis	Muscloskeletal
MS_714.5	Spondylolysis	Muscloskeletal
MS_714.6	Spondylolisthesis	Muscloskeletal
MS_714.7	Fusion of spine*	Muscloskeletal
MS_715	Other non-inflammatory spondylopathy	Muscloskeletal
MS_715.1	Spondylosis	Muscloskeletal
MS_715.4	Spinal stenosis	Muscloskeletal
MS_715.5	Ankylosing hyperostosis [Forestier]	Muscloskeletal
MS_715.6	Kissing spine	Muscloskeletal
MS_716	Intervertebral disc disorder	Muscloskeletal
MS_716.1	Schmorl's nodes	Muscloskeletal
MS_716.2	Degenerative disc disease	Muscloskeletal
MS_716.3	Spinal disc displacement (herniation)	Muscloskeletal
MS_717	Other and unspecified dorsopathies	Muscloskeletal
MS_717.1	Cervicocranial syndrome	Muscloskeletal
MS_717.2	Sacrococcygeal disorders	Muscloskeletal
MS_717.3	Occipital neuralgia*	Muscloskeletal
MS_718	Back pain	Muscloskeletal
MS_718.1	Radiculopathy	Muscloskeletal
MS_718.2	Cervicalgia	Muscloskeletal
MS_718.3	Mid back pain	Muscloskeletal
MS_718.4	Low back pain	Muscloskeletal
MS_718.5	Sciatica	Muscloskeletal
MS_719	Disorders of muscle	Muscloskeletal
MS_719.1	Cramp and spasm	Muscloskeletal
MS_719.11	Spasm of muscle	Muscloskeletal
MS_719.2	Muscle calcification and ossification	Muscloskeletal
MS_719.21	Myositis ossificans progressiva	Muscloskeletal
MS_719.22	Myositis ossificans traumatica	Muscloskeletal
MS_719.3	Separation of muscle (nontraumatic)	Muscloskeletal
MS_719.4	Rupture of muscle (nontraumatic)	Muscloskeletal
MS_719.5	Compartment syndrome and nontraumatic ischemic infarction of muscle	Muscloskeletal
MS_719.6	Muscle wasting and atrophy	Muscloskeletal
MS_719.61	Sarcopenia*	Muscloskeletal
MS_719.8	Rhabdomyolysis	Muscloskeletal
MS_719.9	Contractures	Muscloskeletal
MS_719.91	Contracture of tendon	Muscloskeletal
MS_719.92	Contracture of joint	Muscloskeletal
MS_719.93	Contracture of muscle*	Muscloskeletal
MS_720	Spontaneous rupture of synovium and tendon	Muscloskeletal
MS_721	Synoviopathy and bursopathy	Muscloskeletal
MS_721.1	Synovitis and tenosynovitis	Muscloskeletal
MS_721.11	Trigger finger	Muscloskeletal
MS_721.12	Radial styloid tenosynovitis [de Quervain]	Muscloskeletal
MS_721.15	Infective (teno)synovitis*	Muscloskeletal
MS_721.16	Transient synovitis*	Muscloskeletal
MS_721.2	Ganglion cyst	Muscloskeletal
MS_721.3	Plica syndrome	Muscloskeletal
MS_721.4	Calcium deposits in tendon and bursa	Muscloskeletal
MS_721.5	Bursitis	Muscloskeletal
MS_721.6	Baker's cyst [popliteal cyst]	Muscloskeletal
MS_721.7	Synovial hypertrophy*	Muscloskeletal
MS_722	Fasciopathy	Muscloskeletal
MS_722.1	Plantar fascial fibromatosis [Plantar fasciitis]	Muscloskeletal
MS_722.2	Pseudosarcomatous fibromatosis [Nodular fasciitis]*	Muscloskeletal
MS_722.3	Necrotizing fasciitis	Muscloskeletal
MS_722.4	Palmar fascial fibromatosis [Dupuytren]	Muscloskeletal
MS_723	Enthesopathy/Enthesitis/Tendinopathy	Muscloskeletal
MS_723.1	Adhesive capsulitis of shoulder	Muscloskeletal
MS_723.2	Rotator cuff tear or rupture	Muscloskeletal
MS_723.3	Medial epicondylitis (Golfer's elbow)	Muscloskeletal
MS_723.4	Lateral epicondylitis (Tennis elbow)	Muscloskeletal
MS_723.5	Tendinitis	Muscloskeletal
MS_723.51	Achilles tendinitis	Muscloskeletal
MS_723.52	Posterior tibial tendinitis	Muscloskeletal
MS_723.6	Impingement syndrome of shoulder*	Muscloskeletal
MS_723.7	Iliotibial band syndrome*	Muscloskeletal
MS_724	Other symptoms and disorders of the soft tissue	Muscloskeletal
MS_724.1	Myalgia	Muscloskeletal
MS_724.2	Hypertrophy of (infrapatellar) fat pad	Muscloskeletal
MS_724.3	Nontraumatic hematoma of soft tissue	Muscloskeletal
MS_724.4	Panniculitis	Muscloskeletal
MS_724.5	Exostosis	Muscloskeletal
MS_724.51	Calcaneal spur	Muscloskeletal
MS_724.52	Osteophyte*	Muscloskeletal
MS_725	Osteochondrosis	Muscloskeletal
MS_725.1	Spinal osteochondrosis	Muscloskeletal
MS_726	Osteoporosis and low bone density	Muscloskeletal
MS_726.1	Osteoporosis	Muscloskeletal
MS_726.5	Osteomalacia	Muscloskeletal
MS_726.6	Osteolysis*	Muscloskeletal
MS_726.7	Major osseous defects	Muscloskeletal
MS_726.8	Skeletal fluorosis*	Muscloskeletal
MS_727	Other disorders of bone	Muscloskeletal
MS_727.1	Osteonecrosis	Muscloskeletal
MS_727.2	Hypertrophic osteoarthropathy [Hypertrophic pulmonary osteoarthropathy]	Muscloskeletal
MS_727.3	Osteitis deformans [Paget's disease of bone]	Muscloskeletal
MS_727.4	Hyperostosis of skull	Muscloskeletal
MS_727.5	Cyst of bone	Muscloskeletal
MS_727.6	Hypertrophy of bone*	Muscloskeletal
MS_727.7	Osteitis condensans	Muscloskeletal
MS_728	Chondropathies	Muscloskeletal
MS_728.1	Chondromalacia	Muscloskeletal
MS_728.2	Osteochondritis dissecans	Muscloskeletal
MS_728.3	Costochondritis [Tietze's disease]	Muscloskeletal
MS_728.4	Nontraumatic slipped upper femoral epiphysis	Muscloskeletal
MS_728.6	Chondrolysis*	Muscloskeletal
MS_728.7	Relapsing polychondritis*	Muscloskeletal
MS_728.8	Kienbock's disease of adults*	Muscloskeletal
MS_729	Other acquired musculoskeletal deformity	Muscloskeletal
MS_730	Other disorders and symptoms of the musculoskeletal system	Muscloskeletal
MS_730.1	Segmental and somatic dysfunction	Muscloskeletal
MS_730.3	Immobility syndrome (paraplegic)*	Muscloskeletal
MS_730.4	Loss of height	Muscloskeletal
MS_732	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	Muscloskeletal
MS_733	"Dentofacial anomalies, including malocclusion"	Muscloskeletal
MS_733.1	Major anomalies of jaw size	Muscloskeletal
MS_733.11	Hyperplasia of jaw	Muscloskeletal
MS_733.111	Maxillary hyperplasia	Muscloskeletal
MS_733.112	Mandibular hyperplasia	Muscloskeletal
MS_733.113	Macrogenia	Muscloskeletal
MS_733.12	Hypoplasia of jaw	Muscloskeletal
MS_733.121	Maxillary hypoplasia	Muscloskeletal
MS_733.122	Mandibular hypoplasia	Muscloskeletal
MS_733.123	Microgenia	Muscloskeletal
MS_733.2	Anomalies of dental arch relationship	Muscloskeletal
MS_733.3	Anomalies of tooth position	Muscloskeletal
MS_733.31	Crowding of teeth	Muscloskeletal
MS_733.4	Dentofacial functional abnormalities	Muscloskeletal
MS_733.41	Limited mandibular range of motion	Muscloskeletal
MS_733.7	Anomalies of jaw-cranial base relationship	Muscloskeletal
MS_734	Diseases of the jaws	Muscloskeletal
MS_734.4	Alveolitis of jaw	Muscloskeletal
MS_734.5	Inflammatory conditions of jaw	Muscloskeletal
MS_734.6	Temporomandibular joint disorders	Muscloskeletal
MS_734.61	Adhesions and ankylosis of temporomandibular joint	Muscloskeletal
MS_734.62	Arthralgia of temporomandibular joint	Muscloskeletal
MS_734.63	Temporomandibular joint disorders articular disc disorder (reducing or non-reducing)	Muscloskeletal
MS_734.9	Jaw pain	Muscloskeletal
MS_740	Dislocation	Muscloskeletal
MS_740.1	Dislocation of jaw	Muscloskeletal
MS_740.2	Dislocation of shoulder	Muscloskeletal
MS_740.3	Dislocation of elbow	Muscloskeletal
MS_740.4	Dislocation of wrist and hand	Muscloskeletal
MS_740.5	Dislocation of finger	Muscloskeletal
MS_740.6	Dislocation of hip	Muscloskeletal
MS_740.7	Dislocation of knee	Muscloskeletal
MS_740.8	Dislocation of foot and ankle	Muscloskeletal
MS_740.9	Dislocation of vertebra or sternum	Muscloskeletal
MS_741	Sprains and strains	Muscloskeletal
MS_741.1	Sprains and strains of shoulder and upper arm	Muscloskeletal
MS_741.11	Acromioclavicular (joint) (ligament) sprain	Muscloskeletal
MS_741.13	Superior glenoid labrum lesion	Muscloskeletal
MS_741.14	Rotator cuff (capsule) sprain	Muscloskeletal
MS_741.2	Sprains and strains of elbow and forearm	Muscloskeletal
MS_741.3	Sprains and strains of wrist and hand	Muscloskeletal
MS_741.4	Sprains and strains of hip and thigh	Muscloskeletal
MS_741.5	Sprains and strains of knee and leg	Muscloskeletal
MS_741.6	Sprains and strains of ankle and foot	Muscloskeletal
MS_741.7	Back sprain	Muscloskeletal
MS_741.71	Lumbosacral sprain	Muscloskeletal
MS_741.72	Neck sprain	Muscloskeletal
MS_742	Cartilage tear of knee	Muscloskeletal
MS_745	Fractures	Muscloskeletal
MS_745.1	Fracture of lower limb	Muscloskeletal
MS_745.11	Fracture of femur	Muscloskeletal
MS_745.2	Fracture of pelvis	Muscloskeletal
MS_745.3	Fracture of upper limb	Muscloskeletal
MS_745.4	Fracture of foot and toe	Muscloskeletal
MS_745.5	Fracture of hand or wrist	Muscloskeletal
MS_745.6	Fracture of bones in thorax	Muscloskeletal
MS_745.61	Fracture of vertebrae	Muscloskeletal
MS_745.7	Skull and face fracture	Muscloskeletal
MS_745.8	Stress fracture	Muscloskeletal
MS_745.9	Pathological fracture	Muscloskeletal
CM_750	Congenital malformations of nervous system	Congenital
CM_750.1	Congenital malformations of brain	Congenital
CM_750.11	Aplasia/Hypoplasia of the brain	Congenital
CM_750.111	Microcephaly	Congenital
CM_750.112	Anencephalus and similar anomalies	Congenital
CM_750.113	Congenital reduction deformities of brain	Congenital
CM_750.114	Septo-optic dysplasia of brain*	Congenital
CM_750.115	Holoprosencephaly*	Congenital
CM_750.12	Congenital malformations of corpus callosum*	Congenital
CM_750.13	Megalencephaly*	Congenital
CM_750.14	Congenital cerebral cysts*	Congenital
CM_750.15	Congenital hydrocephalus	Congenital
CM_750.151	Malformations of aqueduct of Sylvius*	Congenital
CM_750.152	Atresia of foramina of Magendie and Luschka*	Congenital
CM_750.16	Arnold-Chiari syndrome*	Congenital
CM_750.2	Neural tube defects and congenital disorders of the spinal cord	Congenital
CM_750.21	Spina bifida	Congenital
CM_750.22	Spina bifida occulta	Congenital
CM_750.23	Congenital sacral dimple*	Congenital
CM_750.24	Encephalocele	Congenital
CM_750.26	Hydromyelia	Congenital
CM_750.27	Diastematomyelia	Congenital
CM_751	Congenital anomalies of eye	Congenital
CM_751.1	Congenital disorders of the orbit	Congenital
CM_751.11	Aplasia/Hypoplasia affecting the eye	Congenital
CM_751.111	Cystic eyeball	Congenital
CM_751.112	Microphthalmos	Congenital
CM_751.113	Anophthalmos	Congenital
CM_751.2	Congenital malformations of anterior segment of eye	Congenital
CM_751.21	Congenital lens anomalies	Congenital
CM_751.211	Congenital aphakia	Congenital
CM_751.212	Spherophakia*	Congenital
CM_751.213	Congenital cataract	Congenital
CM_751.214	Congenital displaced lens (Ectopia lentis)	Congenital
CM_751.215	Coloboma of lens*	Congenital
CM_751.22	Congenital malformations of iris	Congenital
CM_751.221	Absence of iris [Aniridia]	Congenital
CM_751.222	Rieger's anomaly*	Congenital
CM_751.23	Congenital corneal malformations	Congenital
CM_751.231	Congenital corneal opacity	Congenital
CM_751.24	Congenital anomalies of sclera	Congenital
CM_751.241	Blue sclera*	Congenital
CM_751.3	Congenital malformations of posterior segment of eye	Congenital
CM_751.31	Congenital malformation of vitreous humor	Congenital
CM_751.32	Congenital malformation of retina	Congenital
CM_751.33	Congenital malformation of optic disc	Congenital
CM_751.34	Congenital malformation of choroid	Congenital
CM_751.4	Congenital glaucoma and buphthalmos	Congenital
CM_751.5	Coloboma	Congenital
CM_751.6	Macrophthalmosa*	Congenital
CM_751.7	Congenital anomalies of eyelids	Congenital
CM_751.71	Congenital malformations of eyelid	Congenital
CM_751.711	Congenital ptosis	Congenital
CM_751.8	Congenital anomalies of lacrimal gland	Congenital
CM_752	Congenital malformations of ear	Congenital
CM_752.1	Aplasia/Hypoplasia of the external ear	Congenital
CM_752.11	Microtia	Congenital
CM_752.12	Congenital absence of external ear [Anotia]	Congenital
CM_752.2	Macrotia	Congenital
CM_752.3	Accessory auricle	Congenital
CM_752.4	Misplaced ear [Abnormal location of ears]*	Congenital
CM_752.5	Prominent ear [Protruding ear]*	Congenital
CM_752.6	"Congenital absence, atresia and stricture of auditory canal*"	Congenital
CM_752.7	Congenital anomaly of middle ear	Congenital
CM_752.8	Congenital malformation of inner ear	Congenital
CM_753	Congenital malformations of face and neck	Congenital
CM_753.1	Branchial anomaly	Congenital
CM_753.2	Preauricular sinus and cyst	Congenital
CM_753.3	Webbing of neck	Congenital
CM_754	"Congenital malformations of tongue, mouth and pharynx"	Congenital
CM_754.1	Oral cleft	Congenital
CM_754.11	Cleft palate	Congenital
CM_754.111	Cleft palate with cleft lip	Congenital
CM_754.12	Cleft lip (without cleft palate)	Congenital
CM_754.14	Cleft uvula [Bifid uvula]*	Congenital
CM_754.3	Congenital malformations of mouth	Congenital
CM_754.31	Macrostomia	Congenital
CM_754.32	Microstomia	Congenital
CM_754.4	Congenital malformations of lips	Congenital
CM_754.41	Macrocheilia	Congenital
CM_754.42	Microcheilia	Congenital
CM_754.5	Congenital malformations of tongue	Congenital
CM_754.52	Macroglossia	Congenital
CM_754.6	Congenital malformations of salivary glands and ducts	Congenital
CM_754.7	Congenital anomalies of pharynx	Congenital
CM_754.71	Congenital pharyngeal pouch [Diverticulum of pharynx]	Congenital
CM_755	"Congenital deformities of skull, face, and jaw"	Congenital
CM_755.1	Congenital facial asymmetry*	Congenital
CM_755.2	Abnormal skull shape*	Congenital
CM_755.21	Dolichocephaly*	Congenital
CM_755.22	Plagiocephaly*	Congenital
CM_755.23	Craniosynostosis*	Congenital
CM_755.3	Craniofacial dysostosis*	Congenital
CM_755.31	Mandibulofacial dysostosis*	Congenital
CM_755.4	Macrocephaly*	Congenital
CM_755.5	Hypertelorism	Congenital
CM_755.6	Congenital anomalies of nose	Congenital
CM_755.61	Choanal atresia	Congenital
CM_755.62	"Fissured, notched and cleft nose*"	Congenital
CM_755.63	Agenesis and underdevelopment of nose*	Congenital
CM_755.7	Wide cranial sutures of newborn*	Congenital
CM_757	Congenital anomalies of upper GI tract	Congenital
CM_757.1	Congenital malformations of esophagus	Congenital
CM_757.11	"Congenital tracheoesophageal fistula, esophageal atresia and stenosis"	Congenital
CM_757.111	Esophageal web*	Congenital
CM_757.12	Congenital dilatation of esophagus*	Congenital
CM_757.13	Congenital diverticulum of esophagus*	Congenital
CM_757.2	Congenital malformation of stomach	Congenital
CM_757.21	Congenital hypertrophic pyloric stenosis	Congenital
CM_757.22	Congenital hiatus hernia	Congenital
CM_758	Congenital malformations of digestive system	Congenital
CM_758.1	Congenital malformations of intestine	Congenital
CM_758.11	Meckel diverticulum	Congenital
CM_758.12	Hirschsprung's disease	Congenital
CM_758.13	Intestinal atresia and stenosis	Congenital
CM_758.131	Atresia and stenosis of small intestines	Congenital
CM_758.132	Atresia and stenosis  of large intestines	Congenital
CM_758.14	Anomalies of intestinal fixation	Congenital
CM_758.15	Intestinal duplication*	Congenital
CM_758.16	Ectopic anus*	Congenital
CM_758.17	Persistent cloaca*	Congenital
CM_758.2	"Congenital malformations of gallbladder, bile ducts and liver"	Congenital
CM_758.21	Biliary atresia	Congenital
CM_758.22	Cystic liver disease	Congenital
CM_758.3	Congenital anomalies of the pancreas	Congenital
CM_758.31	Annular pancreas*	Congenital
CM_760	Congenital anomalies of genital organs	Congenital
CM_760.1	Congenital malformations of female genitalia	Congenital
CM_760.11	Congenital malformation of ovary	Congenital
CM_760.111	Congenital absence of ovary*	Congenital
CM_760.112	Ovarian streak*	Congenital
CM_760.12	Congenital malformations of fallopian tube and broad ligament	Congenital
CM_760.13	Congenital anomalies of uterus and cervix	Congenital
CM_760.131	Aplasia and hypoplasia of uterus	Congenital
CM_760.132	Doubling of uterus	Congenital
CM_760.133	Bicornate uterus	Congenital
CM_760.134	Unicornate uterus	Congenital
CM_760.135	Arcuate uterus	Congenital
CM_760.15	Congenital malformations of vagina	Congenital
CM_760.151	Vaginal agenesis	Congenital
CM_760.152	Doubling of vagina/Vaginal septum	Congenital
CM_760.153	Imperforate hymen	Congenital
CM_760.16	Congenital malformations of vulva*	Congenital
CM_760.161	Fusion of labia*	Congenital
CM_760.17	"Embryonic cyst of cervix, vagina, and external female genitalia"	Congenital
CM_760.18	Congenital malformation of clitoris*	Congenital
CM_760.2	Congenital congenital malformations of male genital organs	Congenital
CM_760.21	Congenital malformations of testis and scrotum	Congenital
CM_760.211	Undescended testis [Cryptorchidism]	Congenital
CM_760.212	Retractile testis	Congenital
CM_760.213	Ectopic testis*	Congenital
CM_760.214	Aplasia/hypoplasia of testis*	Congenital
CM_760.215	Scrotal transposition	Congenital
CM_760.22	Congenital malformations of penis	Congenital
CM_760.221	Hypospadias	Congenital
CM_760.222	Congenital chordee	Congenital
CM_760.223	Hypoplasia of penis	Congenital
CM_760.224	Hidden penis	Congenital
CM_760.225	Congenital torsion of penis*	Congenital
CM_760.226	Curvature of penis (lateral)*	Congenital
CM_760.227	Epispadias	Congenital
CM_760.25	"Congenital malformations of vas deferens, epididymis, seminal vesicles and prostate*"	Congenital
CM_760.26	Congenital hydrocele	Congenital
CM_760.3	Indeterminate sex and hermaphroditism	Congenital
CM_761	Congenital malformations of the urinary system	Congenital
CM_761.1	Congenital malformation of kidney	Congenital
CM_761.11	Renal hypoplasia/aplasia	Congenital
CM_761.111	Renal agenesis*	Congenital
CM_761.112	Renal hypoplasia*	Congenital
CM_761.12	Renal dysplasia	Congenital
CM_761.13	Cystic kidney disease	Congenital
CM_761.131	Medullary cystic kidney	Congenital
CM_761.16	Accessory kidney*	Congenital
CM_761.17	"Lobulated, fused and horseshoe kidney*"	Congenital
CM_761.18	Ectopic kidney*	Congenital
CM_761.19	Hyperplastic and giant kidney*	Congenital
CM_761.2	Congenital malformations of ureter and renal pelvis	Congenital
CM_761.21	"Obstructive defects of renal pelvis and ureter, congenital"	Congenital
CM_761.211	Congenital hydronephrosis*	Congenital
CM_761.212	Congenital ureterocele	Congenital
CM_761.23	Congenital megaureter*	Congenital
CM_761.24	Agenesis of ureter*	Congenital
CM_761.25	Duplication of ureter*	Congenital
CM_761.26	Malposition of ureter*	Congenital
